"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Write-In?","Early Voting Votes","Early Voting Votes Against","Election Day Votes","Election Day Votes Against","By Mail Votes","By Mail Votes Against","Prov. Votes","Prov. Votes Against","By Mail 2 Votes","By Mail 2 Votes Against","Total Votes","Total Votes Against"
"02","004","013","04","33","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","385","90","107","28","275","27","18","9","169","24","954","178"
"02","004","014","04","33","Donald J. Trump","REP","President - Vice Pres","","","","382","","139","","117","","8","","98","","744",""
"02","004","014","04","33","Joe Biden","DEM","President - Vice Pres","","Y","","165","","51","","325","","18","","155","","714",""
"02","004","014","04","33","Jo Jorgensen","LIB","President - Vice Pres","","","","13","","6","","8","","1","","7","","35",""
"02","004","014","04","33","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","1","","0","","1","","0","","2","","4",""
"02","004","014","04","33","Jerome M. Segal","BAR","President - Vice Pres","","","","0","","1","","1","","0","","1","","3",""
"02","004","014","04","33","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","1","","0","","0","","0","","",""
"02","004","014","04","33","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Brock Pierce","OTH","President - Vice Pres","","","Y","1","","0","","0","","0","","0","","",""
"02","004","014","04","33","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","014","04","33","Other Write-Ins","BOT","President - Vice Pres","","","Y","2","","4","","0","","0","","9","","17",""
"02","004","014","04","33","George E. McDermott","REP","Representative in Congress","04","","","389","","151","","134","","7","","114","","795",""
"02","004","014","04","33","Anthony G. Brown","DEM","Representative in Congress","04","Y","","157","","40","","298","","18","","146","","659",""
"02","004","014","04","33","Other Write-Ins","BOT","Representative in Congress","04","","Y","0","","1","","0","","0","","2","","3",""
"02","004","014","04","33","Pamela Alban","BOT","Judge of the Circuit Court","05","Y","","303","","114","","314","","16","","177","","924",""
"02","004","014","04","33","Elizabeth Morris","BOT","Judge of the Circuit Court","05","Y","","303","","112","","314","","16","","169","","914",""
"02","004","014","04","33","Rob Thompson","BOT","Judge of the Circuit Court","05","Y","","282","","102","","268","","13","","147","","812",""
"02","004","014","04","33","Richard Trunnell","BOT","Judge of the Circuit Court","05","Y","","268","","102","","268","","15","","154","","807",""
"02","004","014","04","33","Other Write-Ins","BOT","Judge of the Circuit Court","05","","Y","18","","6","","3","","2","","5","","34",""
"02","004","014","04","33","Jonathan Biran","BOT","Judge Court of Appeals","05","Y","","337","91","129","31","305","48","15","4","161","40","947","214"
"02","004","014","04","33","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","340","88","129","29","322","34","16","3","172","28","979","182"
"02","004","015","04","33","Donald J. Trump","REP","President - Vice Pres","","","","487","","180","","152","","24","","169","","1012",""
"02","004","015","04","33","Joe Biden","DEM","President - Vice Pres","","Y","","239","","73","","542","","31","","300","","1185",""
"02","004","015","04","33","Jo Jorgensen","LIB","President - Vice Pres","","","","11","","11","","6","","2","","23","","53",""
"02","004","015","04","33","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","1","","0","","5","","0","","0","","6",""
"02","004","015","04","33","Jerome M. Segal","BAR","President - Vice Pres","","","","3","","0","","2","","0","","2","","7",""
"02","004","015","04","33","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","2","","",""
"02","004","015","04","33","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","1","","",""
"02","004","015","04","33","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","015","04","33","Other Write-Ins","BOT","President - Vice Pres","","","Y","3","","7","","1","","0","","6","","20",""
"02","004","015","04","33","George E. McDermott","REP","Representative in Congress","04","","","500","","181","","187","","26","","209","","1103",""
"02","004","015","04","33","Anthony G. Brown","DEM","Representative in Congress","04","Y","","219","","66","","502","","26","","262","","1075",""
"02","004","015","04","33","Other Write-Ins","BOT","Representative in Congress","04","","Y","0","","2","","3","","0","","2","","7",""
"02","004","015","04","33","Pamela Alban","BOT","Judge of the Circuit Court","05","Y","","395","","136","","459","","29","","316","","1335",""
"02","004","015","04","33","Elizabeth Morris","BOT","Judge of the Circuit Court","05","Y","","406","","148","","464","","27","","323","","1368",""
"02","004","015","04","33","Rob Thompson","BOT","Judge of the Circuit Court","05","Y","","368","","134","","402","","22","","272","","1198",""
"02","004","015","04","33","Richard Trunnell","BOT","Judge of the Circuit Court","05","Y","","356","","122","","398","","23","","293","","1192",""
"02","004","015","04","33","Other Write-Ins","BOT","Judge of the Circuit Court","05","","Y","8","","5","","10","","0","","7","","30",""
"02","004","015","04","33","Jonathan Biran","BOT","Judge Court of Appeals","05","Y","","432","130","171","38","445","90","27","11","306","70","1381","339"
"02","004","015","04","33","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","444","114","169","37","470","62","29","9","325","48","1437","270"
"02","004","016","03","21","Donald J. Trump","REP","President - Vice Pres","","","","217","","80","","83","","12","","84","","476",""
"02","004","016","03","21","Joe Biden","DEM","President - Vice Pres","","Y","","285","","81","","480","","48","","308","","1202",""
"02","004","016","03","21","Jo Jorgensen","LIB","President - Vice Pres","","","","5","","4","","2","","0","","11","","22",""
"02","004","016","03","21","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","1","","0","","1","","0","","3","","5",""
"02","004","016","03","21","Jerome M. Segal","BAR","President - Vice Pres","","","","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Tom Hoefling","OTH","President - Vice Pres","","","Y","1","","0","","0","","0","","0","","",""
"02","004","016","03","21","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Jade Simmons","OTH","President - Vice Pres","","","Y","1","","0","","0","","0","","0","","",""
"02","004","016","03","21","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","016","03","21","Other Write-Ins","BOT","President - Vice Pres","","","Y","4","","4","","0","","1","","4","","15",""
"02","004","016","03","21","Charles Anthony","REP","Representative in Congress","03","","","224","","83","","80","","6","","90","","483",""
"02","004","016","03","21","John Sarbanes","DEM","Representative in Congress","03","Y","","281","","79","","465","","45","","295","","1165",""
"02","004","016","03","21","Other Write-Ins","BOT","Representative in Congress","03","","Y","0","","1","","1","","0","","2","","4",""
"02","004","016","03","21","Pamela Alban","BOT","Judge of the Circuit Court","05","Y","","295","","77","","384","","28","","255","","1039",""
"02","004","016","03","21","Elizabeth Morris","BOT","Judge of the Circuit Court","05","Y","","313","","85","","406","","28","","276","","1108",""
"02","004","016","03","21","Rob Thompson","BOT","Judge of the Circuit Court","05","Y","","267","","58","","320","","17","","218","","880",""
"02","004","016","03","21","Richard Trunnell","BOT","Judge of the Circuit Court","05","Y","","250","","61","","322","","20","","228","","881",""
"02","004","016","03","21","Other Write-Ins","BOT","Judge of the Circuit Court","05","","Y","8","","3","","5","","0","","7","","23",""
"02","004","016","03","21","Jonathan Biran","BOT","Judge Court of Appeals","05","Y","","308","99","94","32","369","88","32","13","254","65","1057","297"
"02","004","016","03","21","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","320","87","93","33","422","39","36","9","283","35","1154","203"
"02","004","017","03","32","Donald J. Trump","REP","President - Vice Pres","","","","63","","148","","76","","16","","51","","354",""
"02","004","017","03","32","Joe Biden","DEM","President - Vice Pres","","Y","","193","","185","","268","","61","","213","","920",""
"02","004","017","03","32","Jo Jorgensen","LIB","President - Vice Pres","","","","0","","8","","3","","0","","7","","18",""
"02","004","017","03","32","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","1","","6","","1","","2","","1","","11",""
"02","004","017","03","32","Jerome M. Segal","BAR","President - Vice Pres","","","","0","","1","","0","","0","","1","","2",""
"02","004","017","03","32","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Gloria La Riva ","UNF","President - Vice Pres","","","Y","1","","0","","0","","0","","0","","",""
"02","004","017","03","32","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","017","03","32","Other Write-Ins","BOT","President - Vice Pres","","","Y","0","","1","","0","","0","","5","","7",""
"02","004","017","03","32","Charles Anthony","REP","Representative in Congress","03","","","65","","149","","75","","17","","55","","361",""
"02","004","017","03","32","John Sarbanes","DEM","Representative in Congress","03","Y","","190","","190","","278","","59","","205","","922",""
"02","004","017","03","32","Other Write-Ins","BOT","Representative in Congress","03","","Y","1","","0","","1","","0","","1","","3",""
"02","004","017","03","32","Pamela Alban","BOT","Judge of the Circuit Court","05","Y","","152","","182","","228","","38","","174","","774",""
"02","004","017","03","32","Elizabeth Morris","BOT","Judge of the Circuit Court","05","Y","","152","","201","","242","","42","","190","","827",""
"02","004","017","03","32","Rob Thompson","BOT","Judge of the Circuit Court","05","Y","","126","","144","","176","","23","","136","","605",""
"02","004","017","03","32","Richard Trunnell","BOT","Judge of the Circuit Court","05","Y","","117","","139","","186","","24","","135","","601",""
"02","004","017","03","32","Other Write-Ins","BOT","Judge of the Circuit Court","05","","Y","4","","12","","4","","1","","4","","25",""
"02","004","017","03","32","Jonathan Biran","BOT","Judge Court of Appeals","05","Y","","172","44","243","58","237","58","46","17","170","60","868","237"
"02","004","017","03","32","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","192","27","236","63","266","32","50","12","196","40","940","174"
"02","004","018","04","33","Donald J. Trump","REP","President - Vice Pres","","","","340","","96","","125","","27","","126","","714",""
"02","004","018","04","33","Joe Biden","DEM","President - Vice Pres","","Y","","396","","79","","714","","68","","360","","1617",""
"02","004","018","04","33","Jo Jorgensen","LIB","President - Vice Pres","","","","9","","6","","9","","0","","16","","40",""
"02","004","018","04","33","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","3","","2","","1","","1","","1","","8",""
"02","004","018","04","33","Jerome M. Segal","BAR","President - Vice Pres","","","","2","","1","","0","","0","","1","","4",""
"02","004","018","04","33","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","018","04","33","Other Write-Ins","BOT","President - Vice Pres","","","Y","4","","1","","4","","1","","7","","17",""
"02","004","018","04","33","George E. McDermott","REP","Representative in Congress","04","","","338","","103","","145","","25","","131","","742",""
"02","004","018","04","33","Anthony G. Brown","DEM","Representative in Congress","04","Y","","381","","68","","686","","61","","352","","1548",""
"02","004","018","04","33","Other Write-Ins","BOT","Representative in Congress","04","","Y","2","","0","","0","","1","","1","","4",""
"02","004","018","04","33","Pamela Alban","BOT","Judge of the Circuit Court","05","Y","","435","","75","","585","","43","","322","","1460",""
"02","004","018","04","33","Elizabeth Morris","BOT","Judge of the Circuit Court","05","Y","","461","","97","","627","","54","","358","","1597",""
"02","004","018","04","33","Rob Thompson","BOT","Judge of the Circuit Court","05","Y","","382","","70","","520","","35","","272","","1279",""
"02","004","018","04","33","Richard Trunnell","BOT","Judge of the Circuit Court","05","Y","","379","","72","","536","","33","","286","","1306",""
"02","004","018","04","33","Other Write-Ins","BOT","Judge of the Circuit Court","05","","Y","6","","2","","3","","0","","10","","21",""
"02","004","018","04","33","Jonathan Biran","BOT","Judge Court of Appeals","05","Y","","444","158","108","41","598","112","53","19","335","83","1538","413"
"02","004","018","04","33","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","466","134","112","37","660","55","53","20","382","38","1673","284"
"02","004","019","02","32","Donald J. Trump","REP","President - Vice Pres","","","","65","","32","","23","","7","","40","","167",""
"02","004","019","02","32","Joe Biden","DEM","President - Vice Pres","","Y","","461","","90","","384","","77","","364","","1376",""
"02","004","019","02","32","Jo Jorgensen","LIB","President - Vice Pres","","","","6","","4","","0","","1","","9","","20",""
"02","004","019","02","32","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","1","","0","","0","","1","","0","","2",""
"02","004","019","02","32","Jerome M. Segal","BAR","President - Vice Pres","","","","1","","0","","1","","0","","0","","2",""
"02","004","019","02","32","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"02","004","019","02","32","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
