"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"01","Allegany County","003-000","06","01C","President - Vice Pres","","Dean Phillips","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","President - Vice Pres","","Marianne Williamson","DEM","","0","0","0","1","0" 
"01","Allegany County","003-000","06","01C","President - Vice Pres","","Uncommitted to any Presidential Candidate","DEM","","2","8","0","0","0" 
"01","Allegany County","003-000","06","01C","President - Vice Pres","06","Joe Biden","DEM","Y","8","1","9","5","0" 
"01","Allegany County","003-000","06","01C","President - Vice Pres","06","Dean Phillips","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","President - Vice Pres","06","Marianne Williamson","DEM","","0","0","0","1","0" 
"01","Allegany County","003-000","06","01C","President - Vice Pres","06","Uncommitted to any Presidential Candidate","DEM","","2","8","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Angela Alsobrooks","DEM","Y","2","3","2","1","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Michael W. Cobb, Sr.","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Marcellus Crews","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Brian E. Frydenborg","DEM","","0","1","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Scottie J. Griffin","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Robert K. Houton","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Joseph Perez","DEM","","0","2","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Steven Henry Seuferer","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","David J. Trone","DEM","","7","3","7","5","0" 
"01","Allegany County","003-000","06","01C","U.S. Senator","","Andrew Jaye Wildman","DEM","","1","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Peter Choharis","DEM","","0","0","1","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","George Gluck","DEM","","0","1","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Geoffrey Grammer","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Ashwani Jain","DEM","","0","2","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Lesley J. Lopez","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Tekesha A. Martinez","DEM","","0","1","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","April McClain Delaney","DEM","Y","6","0","7","5","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Stephen R. McDow, II","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Mohammad S. Mozumder","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Adrian Petrus","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Joel Rubin","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Laurie-Anne Sayles","DEM","","1","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Joe Vogel","DEM","","2","3","1","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Destiny Drake West","DEM","","0","0","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Kiambo ""Bo"" White","DEM","","0","1","0","0","0" 
"01","Allegany County","003-000","06","01C","U.S. Congress","06","Altimont Mark Wilks","DEM","","0","1","0","0","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Ata W. Ahmad (Uncommitted)","DEM","","0","3","0","0","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Haroon Akhtar (Uncommitted)","DEM","","0","4","1","0","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Ovais H. Bajwa (Uncommitted)","DEM","","0","3","1","0","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Donna S. Edwards (Biden)","DEM","Y","7","4","8","4","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Jessica Fitzwater (Biden)","DEM","Y","6","4","8","3","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Brian K. Grim (Biden)","DEM","Y","7","4","7","3","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Djawa Hall (Biden)","DEM","Y","6","0","7","3","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Karen Lewis Young (Biden)","DEM","Y","6","4","8","3","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Syeda N. Mehmooda (Uncommitted)","DEM","","1","5","1","0","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Samreen Nizami (Uncommitted)","DEM","","0","4","1","0","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Akhtar Ahmad Sheikh (Uncommitted)","DEM","","0","3","1","0","0" 
"01","Allegany County","003-000","06","01C","Democratic Delegates","06","Thomas G. Slater (Biden)","DEM","Y","8","3","8","3","0" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","","Joe Biden","DEM","Y","24","110","175","6","4" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","","Dean Phillips","DEM","","2","4","5","0","0" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","","Marianne Williamson","DEM","","1","7","7","0","0" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","","Uncommitted to any Presidential Candidate","DEM","","8","22","28","1","0" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","06","Joe Biden","DEM","Y","24","110","175","6","4" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","06","Dean Phillips","DEM","","2","4","5","0","0" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","06","Marianne Williamson","DEM","","1","7","7","0","0" 
"01","Allegany County","004-000","06","01B","President - Vice Pres","06","Uncommitted to any Presidential Candidate","DEM","","8","22","28","1","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Angela Alsobrooks","DEM","Y","5","29","18","0","1" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Michael W. Cobb, Sr.","DEM","","0","1","2","1","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Marcellus Crews","DEM","","0","0","2","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Brian E. Frydenborg","DEM","","1","3","1","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Scottie J. Griffin","DEM","","0","0","2","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Robert K. Houton","DEM","","0","0","1","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Joseph Perez","DEM","","2","3","0","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Steven Henry Seuferer","DEM","","0","0","0","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","David J. Trone","DEM","","23","104","188","6","3" 
"01","Allegany County","004-000","06","01B","U.S. Senator","","Andrew Jaye Wildman","DEM","","0","2","1","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Peter Choharis","DEM","","2","2","4","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","George Gluck","DEM","","0","0","2","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Geoffrey Grammer","DEM","","0","0","2","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Ashwani Jain","DEM","","4","15","13","0","1" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Lesley J. Lopez","DEM","","2","2","6","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Tekesha A. Martinez","DEM","","1","4","3","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","April McClain Delaney","DEM","Y","9","46","94","3","2" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Stephen R. McDow, II","DEM","","0","1","2","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Mohammad S. Mozumder","DEM","","0","1","1","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Adrian Petrus","DEM","","0","2","1","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Joel Rubin","DEM","","1","1","3","1","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Laurie-Anne Sayles","DEM","","1","3","3","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Joe Vogel","DEM","","10","53","58","2","1" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Destiny Drake West","DEM","","1","3","4","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Kiambo ""Bo"" White","DEM","","0","2","2","0","0" 
"01","Allegany County","004-000","06","01B","U.S. Congress","06","Altimont Mark Wilks","DEM","","0","0","1","0","0" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Ata W. Ahmad (Uncommitted)","DEM","","3","16","17","0","0" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Haroon Akhtar (Uncommitted)","DEM","","2","13","17","0","0" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Ovais H. Bajwa (Uncommitted)","DEM","","3","11","17","0","0" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Donna S. Edwards (Biden)","DEM","Y","24","102","157","7","4" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Jessica Fitzwater (Biden)","DEM","Y","20","85","130","5","3" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Brian K. Grim (Biden)","DEM","Y","28","111","172","4","4" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Djawa Hall (Biden)","DEM","Y","14","59","107","4","3" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Karen Lewis Young (Biden)","DEM","Y","19","88","139","5","3" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Syeda N. Mehmooda (Uncommitted)","DEM","","4","17","19","0","0" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Samreen Nizami (Uncommitted)","DEM","","3","17","23","1","0" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Akhtar Ahmad Sheikh (Uncommitted)","DEM","","2","12","15","0","0" 
"01","Allegany County","004-000","06","01B","Democratic Delegates","06","Thomas G. Slater (Biden)","DEM","Y","13","67","123","4","4" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","","Joe Biden","DEM","Y","7","36","50","5","1" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","","Dean Phillips","DEM","","1","1","1","0","0" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","","Marianne Williamson","DEM","","0","0","3","0","0" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","","Uncommitted to any Presidential Candidate","DEM","","3","6","3","0","0" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","06","Joe Biden","DEM","Y","7","36","50","5","1" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","06","Dean Phillips","DEM","","1","1","1","0","0" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","06","Marianne Williamson","DEM","","0","0","3","0","0" 
"01","Allegany County","005-000","06","01B","President - Vice Pres","06","Uncommitted to any Presidential Candidate","DEM","","3","6","3","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Angela Alsobrooks","DEM","Y","2","9","5","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Michael W. Cobb, Sr.","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Marcellus Crews","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Brian E. Frydenborg","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Scottie J. Griffin","DEM","","0","1","3","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Robert K. Houton","DEM","","1","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Joseph Perez","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Steven Henry Seuferer","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","David J. Trone","DEM","","8","31","49","5","1" 
"01","Allegany County","005-000","06","01B","U.S. Senator","","Andrew Jaye Wildman","DEM","","0","2","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Peter Choharis","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","George Gluck","DEM","","0","0","1","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Geoffrey Grammer","DEM","","0","0","1","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Ashwani Jain","DEM","","1","5","4","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Lesley J. Lopez","DEM","","0","0","1","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Tekesha A. Martinez","DEM","","0","3","3","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","April McClain Delaney","DEM","Y","6","13","25","0","1" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Stephen R. McDow, II","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Mohammad S. Mozumder","DEM","","0","1","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Adrian Petrus","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Joel Rubin","DEM","","0","0","1","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Laurie-Anne Sayles","DEM","","0","0","1","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Joe Vogel","DEM","","4","20","13","3","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Destiny Drake West","DEM","","0","1","0","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Kiambo ""Bo"" White","DEM","","0","0","1","0","0" 
"01","Allegany County","005-000","06","01B","U.S. Congress","06","Altimont Mark Wilks","DEM","","0","0","0","0","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Ata W. Ahmad (Uncommitted)","DEM","","0","3","1","0","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Haroon Akhtar (Uncommitted)","DEM","","1","4","1","0","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Ovais H. Bajwa (Uncommitted)","DEM","","1","2","1","0","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Donna S. Edwards (Biden)","DEM","Y","8","36","45","5","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Jessica Fitzwater (Biden)","DEM","Y","7","32","35","5","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Brian K. Grim (Biden)","DEM","Y","7","31","46","5","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Djawa Hall (Biden)","DEM","Y","5","17","30","5","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Karen Lewis Young (Biden)","DEM","Y","8","29","35","5","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Syeda N. Mehmooda (Uncommitted)","DEM","","1","10","3","0","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Samreen Nizami (Uncommitted)","DEM","","2","5","2","0","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Akhtar Ahmad Sheikh (Uncommitted)","DEM","","2","3","2","0","0" 
"01","Allegany County","005-000","06","01B","Democratic Delegates","06","Thomas G. Slater (Biden)","DEM","Y","5","20","32","4","1" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","","Joe Biden","DEM","Y","41","137","136","9","4" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","","Dean Phillips","DEM","","0","4","0","0","0" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","","Marianne Williamson","DEM","","0","8","4","0","2" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","","Uncommitted to any Presidential Candidate","DEM","","7","14","15","1","0" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","06","Joe Biden","DEM","Y","41","137","136","9","4" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","06","Dean Phillips","DEM","","0","4","0","0","0" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","06","Marianne Williamson","DEM","","0","8","4","0","2" 
"01","Allegany County","006-005","06","01B","President - Vice Pres","06","Uncommitted to any Presidential Candidate","DEM","","7","14","15","1","0" 
"01","Allegany County","006-005","06","01B","U.S. Senator","","Angela Alsobrooks","DEM","Y","5","32","19","1","4" 
